trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.5, 'e': 0.6785569656238398}",25,0,-84.74460318240303,"{0: 17, 1: 1, 2: 3, 3: 4, 4: 0}",0
551,False,"{'a': 0.5, 'e': 0.6774543809872099}",25,0,-48.78665949594278,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
552,False,"{'a': 0.5, 'e': 0.6763502720785084}",30,0,-75.34746014549057,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
553,False,"{'a': 0.5, 'e': 0.6752446413819803}",25,0,-137.16033219650973,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
554,False,"{'a': 0.5, 'e': 0.6741374913852938}",30,0,-73.45176065128108,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
555,False,"{'a': 0.5, 'e': 0.6730288245795361}",25,0,-195.66556994404553,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
556,False,"{'a': 0.5, 'e': 0.671918643459207}",25,3,-88.69946351127514,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
557,False,"{'a': 0.5, 'e': 0.6708069505222136}",30,3,-15.604645068389527,"{0: 22, 1: 3, 2: 1, 3: 1, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.6696937482698646}",25,8,-31.71186080815731,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.6685790392068643}",30,1,-43.714865088113356,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 1}",1
560,False,"{'a': 0.5, 'e': 0.6674628258413081}",30,0,-79.24165467063351,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
561,False,"{'a': 0.5, 'e': 0.6663451106846753}",25,10,-89.6758785839094,"{0: 10, 1: 1, 2: 0, 3: 3, 4: 1}",1
562,False,"{'a': 0.5, 'e': 0.6652258962518245}",25,0,-76.05296626159706,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
563,False,"{'a': 0.5, 'e': 0.6641051850609877}",30,7,-35.51977913350886,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 1}",1
564,False,"{'a': 0.5, 'e': 0.6629829796337648}",25,0,-111.20061341740924,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
565,False,"{'a': 0.5, 'e': 0.6618592824951174}",30,0,-172.78955263728483,"{0: 18, 1: 5, 2: 3, 3: 1, 4: 3}",0
566,False,"{'a': 0.5, 'e': 0.6607340961733636}",30,0,-31.394680044821992,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
567,False,"{'a': 0.5, 'e': 0.6596074232001722}",20,8,-72.56542379079066,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
568,False,"{'a': 0.5, 'e': 0.6584792661105568}",20,0,-50.11940931425262,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
569,False,"{'a': 0.5, 'e': 0.6573496274428705}",20,0,-55.877898481718454,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
570,False,"{'a': 0.5, 'e': 0.6562185097387998}",30,0,-154.9924251145548,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
571,False,"{'a': 0.5, 'e': 0.6550859155433588}",20,0,-76.50727592313194,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
572,False,"{'a': 0.5, 'e': 0.6539518474048844}",25,0,-116.27206941075971,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
573,False,"{'a': 0.5, 'e': 0.6528163078750292}",20,0,-90.04970258444976,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.6516792995087568}",30,0,-103.09830494820217,"{0: 23, 1: 0, 2: 3, 3: 3, 4: 1}",0
575,False,"{'a': 0.5, 'e': 0.6505408248643353}",20,0,-100.77392545278708,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",1
576,False,"{'a': 0.5, 'e': 0.6494008865033323}",25,0,-34.670259115973415,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
577,False,"{'a': 0.5, 'e': 0.6482594869906086}",20,0,-89.92443515119834,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
578,False,"{'a': 0.5, 'e': 0.6471166288943128}",25,0,-145.4284763271649,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
579,False,"{'a': 0.5, 'e': 0.6459723147858748}",25,0,-84.72530507409085,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
580,False,"{'a': 0.5, 'e': 0.6448265472400012}",20,0,-105.04339429410298,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
581,False,"{'a': 0.5, 'e': 0.6436793288346683}",20,10,-17.176343871199826,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.6425306621511171}",25,0,-52.43407313025777,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
583,False,"{'a': 0.5, 'e': 0.6413805497738471}",25,16,-25.510262480061336,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.6402289942906106}",20,11,-39.06183158804997,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
585,False,"{'a': 0.5, 'e': 0.6390759982924071}",20,8,-69.6747665467576,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
586,False,"{'a': 0.5, 'e': 0.6379215643734771}",30,0,-185.4562807777977,"{0: 21, 1: 0, 2: 3, 3: 3, 4: 3}",0
587,False,"{'a': 0.5, 'e': 0.6367656951312963}",20,0,-98.38348696006351,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
588,False,"{'a': 0.5, 'e': 0.6356083931665703}",20,0,-84.32222870030267,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
589,False,"{'a': 0.5, 'e': 0.6344496610832276}",25,0,-64.8681572911048,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
590,False,"{'a': 0.5, 'e': 0.6332895014884152}",25,0,-77.07633749283447,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.6321279169924916}",25,0,-58.77074114314924,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
592,False,"{'a': 0.5, 'e': 0.6309649102090216}",20,0,-21.36897827571462,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
593,False,"{'a': 0.5, 'e': 0.6298004837547696}",20,0,-19.414644938352737,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
594,False,"{'a': 0.5, 'e': 0.628634640249695}",30,17,0.39123322666173976,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.6274673823169449}",25,14,-20.58411633360012,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.6262987125828494}",35,20,-36.94319109534088,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
597,False,"{'a': 0.5, 'e': 0.6251286336769147}",30,0,-5.381284781912426,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
598,False,"{'a': 0.5, 'e': 0.6239571482318181}",20,9,-38.28131308167864,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
599,False,"{'a': 0.5, 'e': 0.6227842588834012}",30,0,-88.4872831724014,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
600,False,"{'a': 0.5, 'e': 0.6216099682706644}",20,0,-117.68396792818606,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.6204342790357614}",25,15,-66.31328846014854,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
602,False,"{'a': 0.5, 'e': 0.6192571938239922}",25,3,-83.94509651168302,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 1}",1
603,False,"{'a': 0.5, 'e': 0.6180787152837982}",25,0,-91.94887232562913,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
604,False,"{'a': 0.5, 'e': 0.6168988460667556}",25,9,-5.732443276678111,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.6157175888275696}",20,0,-73.18579480183905,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
606,False,"{'a': 0.5, 'e': 0.6145349462240683}",30,20,19.67596844246124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.6133509209171975}",35,4,-38.39946311805358,"{0: 23, 1: 3, 2: 4, 3: 1, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.6121655155710133}",20,0,-55.852849280875304,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
609,False,"{'a': 0.5, 'e': 0.6109787328526773}",20,0,-122.86979830328346,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
610,False,"{'a': 0.5, 'e': 0.6097905754324501}",20,5,-37.19758751468343,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.6086010459836856}",20,15,9.057030745256808,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.6074101471828242}",20,3,-37.174718269928135,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
613,False,"{'a': 0.5, 'e': 0.606217881709388}",25,15,5.2095906545511435,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.6050242522459737}",20,10,-1.5846952910732819,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.603829261478247}",25,17,11.710000866140485,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.6026329120949367}",25,1,-45.09232412044055,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.6014352067878286}",30,0,-86.78969399021742,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
618,False,"{'a': 0.5, 'e': 0.6002361482517589}",20,0,-15.538893313551434,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
619,False,"{'a': 0.5, 'e': 0.5990357391846087}",30,18,-2.249143198020275,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.5978339822872982}",25,0,-63.44407444812773,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
621,False,"{'a': 0.5, 'e': 0.5966308802637798}",20,0,-84.05852284608015,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
622,False,"{'a': 0.5, 'e': 0.5954264358210324}",30,0,-76.00695659449649,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
623,False,"{'a': 0.5, 'e': 0.5942206516690557}",25,0,-76.43897324155287,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
624,False,"{'a': 0.5, 'e': 0.5930135305208633}",20,0,-45.57625142022483,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
625,False,"{'a': 0.5, 'e': 0.5918050750924775}",20,0,-52.45617499503204,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
626,False,"{'a': 0.5, 'e': 0.5905952881029224}",25,0,-104.29994130069034,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
627,False,"{'a': 0.5, 'e': 0.5893841722742182}",35,11,1.4097524428747394,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.588171730331375}",20,16,9.001193552838368,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.5869579650023868}",20,0,-28.056739061926677,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
630,False,"{'a': 0.5, 'e': 0.5857428790182249}",35,17,-25.98781368142142,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
631,False,"{'a': 0.5, 'e': 0.5845264751128323}",20,1,-22.876222875530843,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.5833087560231173}",25,9,-31.72366542976463,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.5820897244889474}",25,0,-70.82323841656795,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
634,False,"{'a': 0.5, 'e': 0.5808693832531429}",20,0,-28.72468119035978,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
635,False,"{'a': 0.5, 'e': 0.579647735061471}",30,0,-88.16784817782276,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
636,False,"{'a': 0.5, 'e': 0.57842478266264}",25,16,-29.860618427102683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
637,False,"{'a': 0.5, 'e': 0.577200528808292}",35,0,-66.11206053822205,"{0: 27, 1: 2, 2: 3, 3: 3, 4: 0}",0
638,False,"{'a': 0.5, 'e': 0.5759749762529975}",25,0,-93.73305388247167,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
639,False,"{'a': 0.5, 'e': 0.5747481277542495}",30,0,-28.55146610708995,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
640,False,"{'a': 0.5, 'e': 0.5735199860724567}",30,0,1.1853237941978834,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
641,False,"{'a': 0.5, 'e': 0.572290553970937}",20,1,-29.53436297687415,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.5710598342159123}",25,0,-26.573908251332,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
643,False,"{'a': 0.5, 'e': 0.5698278295765016}",30,24,9.5275715048895,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.5685945428247148}",20,0,-56.36005195434237,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
645,False,"{'a': 0.5, 'e': 0.5673599767354465}",25,11,-62.196008448972606,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.5661241340864698}",20,0,-61.634915846944594,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
647,False,"{'a': 0.5, 'e': 0.5648870176584302}",20,8,-25.255873501548205,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.5636486302348394}",25,9,3.4491288839060394,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.5624089746020682}",25,0,-15.50701057582793,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
650,False,"{'a': 0.5, 'e': 0.5611680535493414}",20,1,-47.81874083449069,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.5599258698687309}",25,0,-5.73312470531147,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
652,False,"{'a': 0.5, 'e': 0.5586824263551494}",20,0,-30.7916470152698,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
653,False,"{'a': 0.5, 'e': 0.5574377258063443}",20,0,-31.156174654888694,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
654,False,"{'a': 0.5, 'e': 0.5561917710228914}",25,11,-30.111485681715482,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
655,False,"{'a': 0.5, 'e': 0.5549445648081882}",25,0,-53.288529439779644,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
656,False,"{'a': 0.5, 'e': 0.5536961099684484}",30,0,-129.59919211318254,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 3}",0
657,False,"{'a': 0.5, 'e': 0.5524464093126946}",20,15,2.845546475174711,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.5511954656527531}",20,2,-43.780194542592966,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
659,False,"{'a': 0.5, 'e': 0.5499432818032464}",30,2,-59.29570536655251,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 1}",1
660,False,"{'a': 0.5, 'e': 0.5486898605815875}",20,0,-3.4868572592550846,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.5474352048079739}",25,0,-15.15084196796263,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
662,False,"{'a': 0.5, 'e': 0.5461793173053804}",25,20,9.110449238818337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.5449222008995533}",25,0,-125.38588355505044,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
664,False,"{'a': 0.5, 'e': 0.5436638584190042}",20,0,-29.04538619343878,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.542404292695003}",25,7,-44.09876130446769,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
666,False,"{'a': 0.5, 'e': 0.5411435065615721}",20,0,-9.835078215074352,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
667,False,"{'a': 0.5, 'e': 0.5398815028554796}",20,14,7.396687195506564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.5386182844162335}",25,15,-26.969770507928217,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.5373538540860746}",20,0,-76.1035405389634,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
670,False,"{'a': 0.5, 'e': 0.5360882147099707}",25,0,-26.645101808829875,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
671,False,"{'a': 0.5, 'e': 0.5348213691356102}",20,0,-51.09104888083496,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
672,False,"{'a': 0.5, 'e': 0.5335533202133944}",20,4,-80.77546641753217,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
673,False,"{'a': 0.5, 'e': 0.5322840707964333}",20,1,-87.86458845769707,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 1}",1
674,False,"{'a': 0.5, 'e': 0.5310136237405374}",30,0,-32.494876213856685,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.5297419819042124}",25,0,-54.91574424453334,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.5284691481486513}",20,10,3.7826832469041562,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.5271951253377299}",35,26,16.325022623069906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.525919916337999}",20,14,-31.828950927408396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
679,False,"{'a': 0.5, 'e': 0.5246435240186782}",30,20,-4.037436628159392,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.5233659512516495}",20,0,-81.15583494283504,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
681,False,"{'a': 0.5, 'e': 0.5220872009114514}",20,0,-49.92373657435964,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
682,False,"{'a': 0.5, 'e': 0.5208072758752714}",30,23,14.833510605199535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.5195261790229407}",20,0,13.457029682245544,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
684,False,"{'a': 0.5, 'e': 0.5182439132369261}",35,0,-87.93285431621152,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
685,False,"{'a': 0.5, 'e': 0.5169604814023254}",25,15,-7.2351534621243445,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.5156758864068598}",20,3,-9.70630540569764,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.5143901311408672}",25,3,-47.10782278023315,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 1}",1
688,False,"{'a': 0.5, 'e': 0.5131032184972965}",20,0,10.57090773924949,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
689,False,"{'a': 0.5, 'e': 0.5118151513717006}",25,0,-27.415297026372492,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
690,False,"{'a': 0.5, 'e': 0.5105259326622302}",25,15,-0.6117199697827638,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.5092355652696267}",25,2,-4.676463755808955,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.507944052097216}",20,7,19.519932027392905,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.5066513960509024}",20,3,9.53013090041407,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.5053576000391616}",20,12,9.08779559463304,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.5040626669730338}",25,0,-21.878352392577234,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
696,False,"{'a': 0.5, 'e': 0.5027665997661179}",30,3,-162.87457758848961,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 3}",1
697,False,"{'a': 0.5, 'e': 0.5014694013345646}",20,12,-52.40311337530354,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
698,False,"{'a': 0.5, 'e': 0.5001710745970701}",25,0,-100.76650233254172,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
699,False,"{'a': 0.5, 'e': 0.4988716224748686}",30,5,-18.51968105649885,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.49757104789172696}",25,8,18.715779098526976,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.49626935377393744}",25,6,-11.745416548720575,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.4949665430503115}",20,14,12.609895625465747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.49366261865217237}",20,2,-4.843237775783491,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.4923575835133495}",20,0,-27.067722417678734,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
705,False,"{'a': 0.5, 'e': 0.49105144057017147}",20,4,15.756734607772263,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.4897441927614595}",20,4,-21.076634675546025,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.48843584302852017}",25,8,-44.7985529272057,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
708,False,"{'a': 0.5, 'e': 0.48712639431514015}",20,12,5.300728792338162,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.4858158495675784}",30,11,-79.96670194329002,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
710,False,"{'a': 0.5, 'e': 0.48450421173456026}",25,0,-18.23603238512873,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
711,False,"{'a': 0.5, 'e': 0.48319148376726995}",20,2,-113.83791790022167,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 3}",1
712,False,"{'a': 0.5, 'e': 0.481877668619345}",25,17,1.355821359953295,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.48056276924686897}",25,14,-5.268439883956854,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.47924678860836506}",35,0,-15.853187932236274,"{0: 29, 1: 0, 2: 6, 3: 0, 4: 0}",0
715,False,"{'a': 0.5, 'e': 0.47792972966478875}",20,6,15.633044824262702,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.47661159537952236}",20,2,-20.631129502148386,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
717,False,"{'a': 0.5, 'e': 0.4752923887183674}",20,0,0.36445854600838334,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
718,False,"{'a': 0.5, 'e': 0.4739721126495385}",30,18,-9.921143624754421,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.472650770143656}",20,12,15.607321447711389,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.47132836417373997}",20,0,-30.922030066734727,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
721,False,"{'a': 0.5, 'e': 0.47000489771520343}",20,0,-79.27571389396714,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
722,False,"{'a': 0.5, 'e': 0.4686803737458455}",25,6,-132.65840187693513,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 3}",1
723,False,"{'a': 0.5, 'e': 0.46735479524584417}",25,5,-45.558918859922585,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.46602816519775075}",30,13,-31.26765461741232,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.4647004865864822}",20,0,-5.208591683873576,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
726,False,"{'a': 0.5, 'e': 0.4633717623993151}",25,11,-21.15010089406364,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.46204199562587783}",20,10,0.4274802703530711,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.46071118925814536}",20,0,-44.28175919905716,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
729,False,"{'a': 0.5, 'e': 0.45937934629043164}",25,14,17.407877069222224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.45804646971938234}",20,13,16.4639243983698,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.45671256254396947}",20,0,-116.07165625701458,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
732,False,"{'a': 0.5, 'e': 0.45537762776548346}",20,16,7.9787324089032605,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.45404166838752735}",25,19,11.3193740831746,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
